track_name,artist(s)_name,streams,in_deezer_playlists,in_shazam_charts,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,date,rank,last-week,peak-rank,weeks-on-board
Kahani Suno 2.0,Kaifi Khalil,156777415,1,1,1.0,2022.0,5.0,31.0,162.0,6.0,1.0,10.0,0.0,140.0,B,Major,58.0,26.0,38.0,91.0,0.0,10.0,4.0,?,,,,
Nobody Gets Me,SZA,284908316,58,2,1.0,2022.0,12.0,9.0,2536.0,6.0,59.0,100.0,13.0,100.0,G,Major,36.0,28.0,28.0,81.0,0.0,18.0,3.0,?,,,,
PERO Tï¿,"Karol G, Quevedo",93438910,14,1,2.0,2023.0,2.0,23.0,387.0,11.0,11.0,15.0,3.0,140.0,F#,Major,86.0,68.0,79.0,39.0,0.0,11.0,29.0,?,,,,
Hype Boy,NewJeans,363472647,12,7,1.0,2022.0,8.0,1.0,892.0,17.0,20.0,119.0,2.0,100.0,E,Minor,59.0,78.0,94.0,27.0,0.0,29.0,23.0,?,,,,
Bloody Mary,Lady Gaga,372476382,277,734,1.0,2011.0,1.0,1.0,3909.0,0.0,66.0,26.0,3.0,100.0,A,Minor,59.0,49.0,65.0,2.0,0.0,13.0,3.0,?,,,,
Monotonï¿½,"Ozuna, Shakira",380726517,150,19,2.0,2022.0,10.0,19.0,3645.0,15.0,118.0,34.0,4.0,132.0,,Minor,87.0,82.0,70.0,42.0,0.0,21.0,5.0,?,,,,
ýýý98 Braves,Morgan Wallen,56533272,0,0,1.0,2023.0,3.0,3.0,282.0,0.0,6.0,15.0,0.0,142.0,D,Major,49.0,48.0,67.0,10.0,0.0,26.0,3.0,?,,,,
WANDA,Quevedo,175399345,7,7,1.0,2023.0,1.0,20.0,888.0,22.0,11.0,24.0,1.0,176.0,E,Minor,72.0,96.0,63.0,25.0,0.0,21.0,7.0,?,,,,
Thought You Should Know,Morgan Wallen,203221468,1,61,1.0,2022.0,5.0,6.0,968.0,4.0,16.0,53.0,0.0,140.0,F#,Major,53.0,51.0,70.0,49.0,0.0,14.0,3.0,?,,,,
In The End,Linkin Park,1624165576,"6,808",0,1.0,2000.0,10.0,24.0,25065.0,6.0,63.0,0.0,2.0,105.0,D#,Minor,55.0,40.0,90.0,1.0,0.0,32.0,6.0,2017-08-12 00:00:00,37.0,,2.0,39.0
Zona De Perigo,Leo Santana,134294498,71,0,1.0,2022.0,12.0,8.0,531.0,4.0,20.0,1.0,2.0,135.0,F,Major,81.0,97.0,77.0,75.0,0.0,35.0,3.0,?,,,,
Lovezinho,Treyce,70069745,13,4,1.0,2022.0,7.0,28.0,242.0,0.0,12.0,2.0,0.0,128.0,E,Minor,82.0,61.0,59.0,30.0,0.0,12.0,4.0,?,,,,
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",609293408,80,38,2.0,2022.0,6.0,3.0,5281.0,14.0,94.0,21.0,15.0,101.0,F,Major,74.0,43.0,69.0,12.0,0.0,12.0,7.0,?,,,,
Neverita,Bad Bunny,671365962,35,0,1.0,2022.0,5.0,6.0,2590.0,30.0,20.0,64.0,6.0,122.0,A#,Major,88.0,43.0,50.0,7.0,0.0,14.0,5.0,?,,,,
Vista Al Mar,Quevedo,362361576,21,4,1.0,2022.0,9.0,8.0,1769.0,34.0,16.0,19.0,3.0,105.0,,Minor,76.0,49.0,56.0,80.0,12.0,10.0,13.0,?,,,,
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",93587665,21,1,2.0,2022.0,12.0,23.0,454.0,4.0,6.0,1.0,0.0,83.0,C#,Major,53.0,40.0,36.0,73.0,0.0,11.0,33.0,?,,,,
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",1223481149,580,10,4.0,2021.0,9.0,3.0,6180.0,7.0,122.0,88.0,21.0,77.0,B,Minor,72.0,59.0,76.0,24.0,0.0,42.0,28.0,?,,,,
Revenge,XXXTENTACION,1022258230,203,2,1.0,2017.0,8.0,25.0,3600.0,11.0,7.0,0.0,0.0,140.0,B,Minor,75.0,18.0,25.0,78.0,0.0,11.0,26.0,2017-09-23 00:00:00,96.0,77.0,77.0,2.0
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",263453310,73,6,2.0,2022.0,11.0,3.0,1254.0,6.0,26.0,69.0,2.0,158.0,C#,Major,65.0,72.0,95.0,31.0,0.0,92.0,5.0,?,,,,
LA CANCIï¿½,"J Balvin, Bad Bunny",1435127549,305,5,2.0,2019.0,6.0,28.0,6398.0,31.0,177.0,109.0,3.0,176.0,G,Major,75.0,43.0,65.0,15.0,0.0,11.0,32.0,?,,,,
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",236857112,18,52,2.0,2022.0,10.0,20.0,660.0,15.0,19.0,59.0,5.0,98.0,B,Major,73.0,88.0,57.0,56.0,0.0,5.0,2.0,?,,,,
Love Again,The Kid Laroi,147538971,48,0,1.0,2023.0,1.0,27.0,1283.0,0.0,57.0,4.0,0.0,107.0,B,Minor,66.0,47.0,40.0,72.0,0.0,11.0,3.0,?,,,,
After Hours,The Weeknd,698086140,218,221,1.0,2020.0,2.0,19.0,8084.0,6.0,45.0,115.0,1.0,109.0,F,Minor,66.0,16.0,57.0,10.0,1.0,12.0,3.0,2020-04-18 00:00:00,90.0,61.0,20.0,7.0
About Damn Time,Lizzo,723894473,25,0,1.0,2022.0,7.0,15.0,2332.0,2.0,0.0,0.0,0.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0,?,,,,
Born With A Beer In My Hand,Morgan Wallen,34450974,0,0,1.0,2023.0,3.0,3.0,203.0,0.0,5.0,9.0,0.0,148.0,,Major,53.0,61.0,81.0,5.0,0.0,36.0,4.0,?,,,,
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,403097450,9,23,1.0,2020.0,5.0,20.0,685.0,14.0,24.0,94.0,0.0,158.0,F#,Minor,60.0,52.0,76.0,17.0,0.0,19.0,5.0,?,,,,
Besos Moja2,"Wisin & Yandel, ROSALï¿½",309483971,56,1,2.0,2022.0,9.0,29.0,2460.0,13.0,53.0,7.0,3.0,94.0,F,Minor,74.0,64.0,73.0,6.0,0.0,10.0,6.0,?,,,,
Maan Meri Jaan,King,319566866,1,8,1.0,2022.0,10.0,12.0,288.0,6.0,11.0,80.0,0.0,96.0,F#,Minor,70.0,40.0,51.0,35.0,0.0,10.0,4.0,?,,,,
Moscow Mule,Bad Bunny,909001996,85,2,1.0,2022.0,5.0,6.0,4572.0,33.0,74.0,113.0,9.0,100.0,F,Minor,80.0,29.0,67.0,29.0,0.0,12.0,3.0,?,,,,
My Universe,"Coldplay, BTS",1061966512,0,0,2.0,2021.0,9.0,24.0,6127.0,13.0,0.0,0.0,0.0,105.0,A,Major,58.0,42.0,68.0,1.0,0.0,14.0,4.0,?,,,,
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,32526947,0,0,1.0,2023.0,3.0,3.0,166.0,0.0,2.0,10.0,0.0,125.0,,Major,53.0,32.0,66.0,38.0,0.0,9.0,3.0,?,,,,
LLYLM,ROSALï¿½,124988687,114,59,1.0,2023.0,1.0,27.0,1838.0,0.0,105.0,41.0,1.0,170.0,F#,Minor,56.0,56.0,63.0,13.0,0.0,19.0,27.0,?,,,,
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",103787664,49,9,3.0,2023.0,1.0,27.0,1890.0,0.0,86.0,1.0,0.0,115.0,,Major,70.0,84.0,90.0,17.0,0.0,41.0,6.0,?,,,,
TRUSTFALL,P!nk,134255790,101,451,1.0,2023.0,1.0,27.0,2098.0,16.0,88.0,24.0,7.0,122.0,G#,Major,64.0,25.0,89.0,0.0,0.0,15.0,9.0,?,,,,
ANTIFRAGILE,LE SSERAFIM,301051721,11,3,1.0,2022.0,10.0,17.0,761.0,12.0,23.0,95.0,0.0,105.0,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,8.0,?,,,,
Boy's a liar,PinkPantheress,156338624,28,0,1.0,2022.0,11.0,30.0,1225.0,0.0,27.0,0.0,13.0,133.0,F,Major,66.0,74.0,84.0,25.0,0.0,21.0,4.0,?,,,,
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",152850295,21,15,2.0,2023.0,1.0,13.0,415.0,2.0,15.0,40.0,1.0,100.0,,Major,79.0,60.0,68.0,7.0,0.0,26.0,4.0,?,,,,
Shirt,SZA,309653982,31,2,1.0,2022.0,10.0,28.0,3469.0,0.0,71.0,95.0,0.0,120.0,D#,Minor,82.0,55.0,45.0,15.0,3.0,9.0,10.0,?,,,,
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,297328960,212,41,1.0,2022.0,10.0,28.0,3311.0,0.0,129.0,31.0,1.0,177.0,A,Major,25.0,17.0,30.0,90.0,0.0,13.0,3.0,?,,,,
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,332506354,208,192,1.0,2022.0,9.0,22.0,2616.0,0.0,113.0,17.0,0.0,142.0,D,Minor,64.0,31.0,72.0,15.0,0.0,9.0,5.0,?,,,,
"Sex, Drugs, Etc.",Beach Weather,480507035,87,124,1.0,2016.0,11.0,4.0,3006.0,16.0,47.0,60.0,12.0,144.0,E,Minor,57.0,47.0,84.0,1.0,1.0,52.0,4.0,?,,,,
Boy With Luv (feat. Halsey),"Halsey, BTS",1065580332,259,1,2.0,2019.0,4.0,12.0,4260.0,0.0,113.0,92.0,0.0,120.0,B,Minor,65.0,80.0,86.0,9.0,0.0,19.0,10.0,?,,,,
"Hey, Mickey!",Baby Tate,122763672,12,3,1.0,2016.0,9.0,27.0,482.0,0.0,9.0,1.0,4.0,135.0,D,Major,92.0,73.0,51.0,55.0,0.0,15.0,6.0,?,,,,
Calm Down,Rï¿½ï,445763624,750,,1.0,2022.0,2.0,9.0,4013.0,10.0,107.0,44.0,22.0,107.0,B,Major,81.0,82.0,78.0,38.0,0.0,12.0,4.0,?,,,,
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",1365184,2,0,6.0,2022.0,12.0,22.0,138.0,4.0,13.0,78.0,0.0,105.0,G,Major,82.0,62.0,74.0,10.0,0.0,33.0,7.0,?,,,,
Escapism. - Sped Up,"RAYE, 070 Shake",184308753,11,8,2.0,2022.0,11.0,25.0,1368.0,0.0,12.0,1.0,0.0,108.0,F#,Minor,44.0,38.0,77.0,9.0,0.0,9.0,20.0,?,,,,
Space Song,Beach House,789753877,335,,1.0,2015.0,1.0,1.0,17852.0,4.0,69.0,76.0,0.0,147.0,,Minor,51.0,62.0,79.0,22.0,13.0,14.0,3.0,?,,,,
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",323358833,35,21,3.0,2022.0,11.0,20.0,889.0,20.0,11.0,78.0,0.0,115.0,,Major,71.0,34.0,88.0,16.0,0.0,44.0,4.0,?,,,,
Te Felicito,"Shakira, Rauw Alejandro",606361689,212,1,2.0,2022.0,4.0,21.0,4796.0,9.0,124.0,66.0,13.0,174.0,F,Major,70.0,57.0,64.0,23.0,0.0,8.0,32.0,?,,,,
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",120972253,53,0,3.0,2023.0,1.0,12.0,658.0,6.0,33.0,7.0,2.0,90.0,A#,Minor,68.0,83.0,71.0,3.0,0.0,31.0,8.0,?,,,,
TV,Billie Eilish,338564981,65,25,1.0,2022.0,7.0,21.0,3009.0,2.0,68.0,89.0,0.0,141.0,E,Minor,41.0,9.0,25.0,84.0,1.0,14.0,4.0,?,,,,
I'm Not The Only One,Sam Smith,1606986953,"1,959",30,1.0,2014.0,1.0,1.0,17492.0,3.0,136.0,24.0,0.0,82.0,F,Major,68.0,50.0,49.0,56.0,0.0,8.0,4.0,2015-05-30 00:00:00,50.0,42.0,5.0,37.0
Heather,Conan Gray,1301799902,231,2,1.0,2020.0,3.0,20.0,6170.0,7.0,82.0,1.0,0.0,92.0,F,Major,47.0,25.0,43.0,62.0,0.0,32.0,3.0,2020-12-19 00:00:00,95.0,,46.0,15.0
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",140187018,2,0,6.0,2022.0,12.0,12.0,130.0,4.0,21.0,79.0,0.0,116.0,G#,Minor,77.0,65.0,80.0,6.0,0.0,15.0,4.0,?,,,,
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",1897517891,"2,726",,2.0,2017.0,6.0,2.0,27705.0,10.0,537.0,122.0,6.0,124.0,A,Minor,79.0,59.0,86.0,4.0,0.0,8.0,11.0,?,,,,
Sugar Rush Ride,TOMORROW X TOGETHER,107642809,13,13,1.0,2023.0,1.0,27.0,359.0,0.0,12.0,56.0,0.0,125.0,A#,Minor,71.0,83.0,89.0,1.0,0.0,17.0,9.0,?,,,,
Pink Venom,BLACKPINK,551305895,77,13,1.0,2022.0,8.0,19.0,1963.0,16.0,57.0,119.0,1.0,90.0,,Major,80.0,71.0,69.0,2.0,0.0,27.0,10.0,?,,,,
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",556585270,75,35,3.0,2022.0,4.0,27.0,5491.0,14.0,128.0,84.0,0.0,83.0,C#,Major,46.0,34.0,64.0,31.0,0.0,7.0,34.0,?,,,,
Don't Start Now,Dua Lipa,2303033973,"1,535",8,1.0,2019.0,10.0,31.0,27119.0,0.0,532.0,77.0,3.0,124.0,B,Minor,79.0,68.0,79.0,1.0,0.0,10.0,8.0,2020-11-07 00:00:00,38.0,36.0,2.0,52.0
After Dark,Mr.Kitty,646886885,3,0,1.0,2014.0,8.0,8.0,1776.0,14.0,1.0,9.0,0.0,140.0,G#,Major,58.0,4.0,60.0,7.0,41.0,8.0,3.0,?,,,,
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",222612678,66,4,2.0,2022.0,9.0,16.0,1473.0,4.0,27.0,64.0,1.0,154.0,,Major,64.0,61.0,91.0,15.0,0.0,72.0,4.0,?,,,,
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",1814349763,690,,2.0,2021.0,7.0,23.0,13315.0,0.0,300.0,47.0,0.0,150.0,D#,Minor,74.0,89.0,70.0,2.0,0.0,5.0,6.0,?,,,,
MIDDLE OF THE NIGHT,Elley Duhï¿,872137015,240,52,1.0,2020.0,1.0,10.0,4057.0,8.0,78.0,21.0,1.0,186.0,E,Minor,41.0,9.0,61.0,2.0,0.0,12.0,5.0,?,,,,
Atlantis,Seafret,571386359,134,32,1.0,2015.0,4.0,22.0,3045.0,6.0,43.0,53.0,1.0,166.0,G#,Minor,40.0,23.0,48.0,5.0,0.0,12.0,3.0,?,,,,
PUNTO 40,"Baby Rasta, Rauw Alejandro",304079786,66,0,2.0,2022.0,9.0,22.0,3006.0,12.0,54.0,32.0,2.0,107.0,,Major,87.0,20.0,83.0,0.0,4.0,31.0,9.0,?,,,,
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",174006928,50,0,3.0,2022.0,9.0,9.0,852.0,0.0,14.0,1.0,0.0,87.0,G,Major,87.0,52.0,52.0,31.0,0.0,28.0,24.0,?,,,,
How Do I Say Goodbye,Dean Lewis,284785823,58,154,1.0,2022.0,8.0,5.0,2163.0,15.0,72.0,97.0,0.0,82.0,G#,Major,40.0,39.0,64.0,21.0,0.0,7.0,7.0,?,,,,
Blind,SZA,163284000,12,0,1.0,2022.0,12.0,9.0,1484.0,0.0,22.0,51.0,0.0,114.0,A,Minor,46.0,60.0,28.0,91.0,0.0,21.0,4.0,?,,,,
Die For You,Joji,246390068,36,0,1.0,2022.0,11.0,4.0,1703.0,0.0,38.0,45.0,16.0,148.0,G#,Major,47.0,15.0,52.0,38.0,13.0,29.0,5.0,?,,,,
Doja,Central Cee,482257456,183,11,1.0,2022.0,7.0,20.0,4169.0,44.0,57.0,44.0,1.0,140.0,F#,Major,91.0,97.0,57.0,38.0,0.0,40.0,29.0,?,,,,
Gatita,Bellakath,168684524,15,1,1.0,2022.0,10.0,3.0,1054.0,0.0,9.0,0.0,0.0,101.0,G,Major,90.0,76.0,81.0,15.0,24.0,33.0,6.0,?,,,,
Rumble,"Skrillex, Flowdan, Fred again..",78489819,27,1,3.0,2022.0,1.0,17.0,2849.0,0.0,39.0,45.0,0.0,140.0,C#,Minor,81.0,6.0,84.0,5.0,23.0,6.0,6.0,?,,,,
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",195516622,12,2,3.0,2022.0,12.0,2.0,1602.0,0.0,12.0,22.0,0.0,88.0,G,Minor,49.0,24.0,66.0,19.0,0.0,18.0,29.0,?,,,,
Yonaguni,Bad Bunny,1260594497,164,0,1.0,2021.0,6.0,4.0,9644.0,28.0,120.0,86.0,4.0,180.0,C#,Major,64.0,44.0,65.0,28.0,0.0,14.0,12.0,2021-10-30 00:00:00,79.0,76.0,10.0,20.0
Super Freaky Girl,Nicki Minaj,428685680,76,2,1.0,2022.0,8.0,12.0,4827.0,0.0,104.0,17.0,9.0,133.0,D,Major,95.0,91.0,89.0,6.0,0.0,31.0,24.0,?,,,,
Running Up That Hill (A Deal With God),Kate Bush,1024858327,676,0,1.0,1985.0,9.0,16.0,21811.0,0.0,117.0,1.0,3.0,108.0,A#,Minor,63.0,20.0,55.0,72.0,0.0,6.0,6.0,?,,,,
Dream On,Aerosmith,838586769,5,0,1.0,1973.0,1.0,5.0,168.0,0.0,0.0,0.0,0.0,80.0,F,Minor,39.0,24.0,43.0,39.0,0.0,23.0,3.0,1976-05-22 00:00:00,97.0,62.0,6.0,29.0
Limbo,Freddie Dredd,199386237,17,2,1.0,2022.0,8.0,11.0,688.0,0.0,14.0,1.0,0.0,75.0,B,Minor,80.0,46.0,62.0,3.0,6.0,11.0,46.0,?,,,,
Where Are You Now,"Lost Frequencies, Calum Scott",972509632,557,58,2.0,2021.0,7.0,30.0,10565.0,44.0,238.0,122.0,17.0,121.0,F#,Minor,67.0,26.0,64.0,52.0,0.0,17.0,10.0,?,,,,
WORTH NOTHING,"Twisted, Oliver Tree",213438580,34,2,2.0,2022.0,9.0,28.0,1612.0,0.0,34.0,54.0,0.0,140.0,D,Minor,58.0,17.0,62.0,18.0,0.0,20.0,8.0,?,,,,
Bad Habits,Ed Sheeran,1555511105,945,,1.0,2020.0,9.0,3.0,12755.0,8.0,344.0,97.0,15.0,126.0,B,Minor,81.0,59.0,90.0,5.0,0.0,36.0,3.0,2021-11-06 00:00:00,5.0,5.0,2.0,18.0
KICK BACK,Kenshi Yonezu,210038833,26,0,1.0,2022.0,10.0,12.0,574.0,4.0,38.0,101.0,0.0,102.0,C#,Major,58.0,29.0,94.0,0.0,0.0,9.0,11.0,?,,,,
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,227918678,49,0,1.0,2022.0,4.0,8.0,2499.0,0.0,70.0,0.0,0.0,82.0,A,Major,70.0,31.0,34.0,60.0,1.0,11.0,4.0,?,,,,
Good Days,SZA,826623384,182,10,1.0,2020.0,12.0,24.0,10426.0,2.0,133.0,109.0,1.0,121.0,C#,Minor,46.0,53.0,78.0,23.0,0.0,72.0,6.0,2021-05-22 00:00:00,54.0,49.0,9.0,20.0
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",1802514301,544,60,2.0,2020.0,3.0,27.0,15894.0,8.0,198.0,13.0,0.0,103.0,F#,Minor,70.0,92.0,83.0,1.0,0.0,7.0,6.0,?,,,,
Woman,Doja Cat,1329090101,463,,1.0,2021.0,6.0,25.0,9424.0,0.0,202.0,50.0,4.0,108.0,F,Minor,82.0,88.0,76.0,9.0,0.0,12.0,9.0,2021-11-06 00:00:00,63.0,65.0,62.0,13.0
Shut up My Moms Calling - (Sped Up),Hotel Ugly,181831132,6,0,1.0,2022.0,9.0,14.0,713.0,7.0,2.0,4.0,0.0,85.0,F,Minor,65.0,36.0,47.0,31.0,0.0,12.0,10.0,?,,,,
Ferrari,"James Hype, Miggy Dela Rosa",462791599,175,168,2.0,2022.0,3.0,14.0,7758.0,28.0,173.0,79.0,0.0,125.0,C#,Minor,84.0,70.0,69.0,1.0,0.0,5.0,5.0,?,,,,
"You're On Your Own, Kid",Taylor Swift,348647203,20,1,1.0,2022.0,10.0,21.0,2537.0,2.0,8.0,18.0,0.0,120.0,D,Major,69.0,40.0,39.0,41.0,0.0,13.0,6.0,?,,,,
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",366599607,4,0,3.0,2022.0,7.0,17.0,292.0,6.0,26.0,98.0,0.0,94.0,,Major,58.0,44.0,57.0,57.0,0.0,10.0,3.0,?,,,,
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",90598517,14,0,3.0,1930.0,1.0,1.0,323.0,0.0,4.0,0.0,0.0,130.0,F#,Minor,65.0,49.0,80.0,22.0,4.0,7.0,5.0,?,,,,
Payphone,"Maroon 5, Wiz Khalifa",1479264469,"1,891",,2.0,2012.0,1.0,1.0,14143.0,4.0,56.0,38.0,1.0,110.0,E,Major,74.0,51.0,74.0,2.0,0.0,29.0,4.0,?,,,,
All I Want for Christmas Is You,Mariah Carey,1449779435,"2,094",,1.0,1994.0,10.0,28.0,25653.0,0.0,387.0,132.0,0.0,150.0,G,Major,34.0,33.0,63.0,16.0,0.0,7.0,4.0,?,,,,
Last Christmas,Wham!,1159176109,"1,302",,1.0,1984.0,1.0,1.0,22153.0,0.0,274.0,111.0,0.0,107.0,B,Minor,74.0,88.0,65.0,28.0,0.0,46.0,3.0,2021-01-02 00:00:00,9.0,14.0,9.0,19.0
Rockin' Around The Christmas Tree,Brenda Lee,769213520,206,,1.0,1958.0,1.0,1.0,14994.0,0.0,191.0,168.0,0.0,140.0,G#,Major,70.0,85.0,41.0,71.0,0.0,45.0,5.0,2021-01-09 00:00:00,12.0,2.0,2.0,39.0
Jingle Bell Rock,Bobby Helms,741301563,104,,1.0,1957.0,1.0,1.0,10326.0,0.0,165.0,99.0,0.0,119.0,D,Major,74.0,78.0,37.0,84.0,0.0,6.0,3.0,2021-01-09 00:00:00,15.0,3.0,3.0,36.0
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,807561936,549,0,1.0,2011.0,10.0,14.0,12353.0,0.0,35.0,0.0,0.0,93.0,E,Major,35.0,38.0,23.0,91.0,0.0,29.0,3.0,?,,,,
Santa Tell Me,Ariana Grande,834129063,439,,1.0,2013.0,12.0,13.0,9408.0,0.0,231.0,106.0,0.0,133.0,G,Major,46.0,53.0,63.0,5.0,0.0,30.0,18.0,2021-01-02 00:00:00,17.0,32.0,17.0,8.0
It's the Most Wonderful Time of the Year,Andy Williams,663832097,160,1,1.0,1963.0,10.0,14.0,8879.0,0.0,182.0,107.0,0.0,202.0,G,Major,24.0,76.0,60.0,77.0,0.0,12.0,4.0,?,,,,
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,446390129,277,0,1.0,1959.0,11.0,16.0,6512.0,0.0,88.0,1.0,0.0,134.0,C#,Major,45.0,72.0,24.0,91.0,0.0,18.0,4.0,?,,,,
Snowman,Sia,690104769,500,,1.0,2017.0,1.0,1.0,5140.0,0.0,85.0,110.0,0.0,105.0,C#,Major,72.0,33.0,51.0,48.0,0.0,9.0,3.0,?,,,,
Underneath the Tree,Kelly Clarkson,485285717,251,0,1.0,2013.0,10.0,25.0,6596.0,0.0,144.0,99.0,0.0,160.0,G#,Major,51.0,69.0,81.0,0.0,0.0,21.0,5.0,?,,,,
Feliz Navidad,Josï¿½ï¿½ Felic,520034544,10,0,1.0,1970.0,11.0,1.0,3788.0,0.0,21.0,3.0,0.0,148.0,D,Major,50.0,96.0,82.0,47.0,0.0,34.0,4.0,?,,,,
Holly Jolly Christmas,Michael Bublï¿,476244795,291,0,1.0,2011.0,10.0,14.0,7655.0,0.0,5.0,0.0,0.0,151.0,G,Major,65.0,70.0,47.0,87.0,0.0,9.0,4.0,?,,,,
Mistletoe,Justin Bieber,629173063,310,0,1.0,2011.0,1.0,1.0,9577.0,0.0,195.0,111.0,0.0,162.0,F#,Minor,67.0,88.0,54.0,51.0,0.0,9.0,4.0,2012-01-14 00:00:00,53.0,19.0,11.0,10.0
Sleigh Ride,The Ronettes,404664135,262,0,1.0,1963.0,11.0,22.0,10114.0,0.0,114.0,74.0,0.0,92.0,D,Major,53.0,84.0,77.0,40.0,0.0,32.0,3.0,2021-01-02 00:00:00,13.0,19.0,13.0,11.0
Seek & Destroy,SZA,98709329,1,0,1.0,2022.0,12.0,9.0,1007.0,0.0,5.0,31.0,0.0,152.0,C#,Major,65.0,35.0,65.0,44.0,18.0,21.0,7.0,?,,,,
Love Language,SZA,110849052,8,0,1.0,2022.0,12.0,9.0,1127.0,0.0,16.0,63.0,0.0,65.0,A,Minor,71.0,55.0,26.0,85.0,0.0,13.0,8.0,?,,,,
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",460492795,390,0,4.0,1971.0,12.0,1.0,10829.0,0.0,130.0,1.0,0.0,147.0,D,Major,33.0,39.0,61.0,32.0,0.0,77.0,3.0,?,,,,
Used (feat. Don Toliver),"SZA, Don Toliver",94005786,3,0,2.0,2022.0,12.0,8.0,1042.0,0.0,7.0,29.0,0.0,150.0,A#,Minor,73.0,71.0,69.0,53.0,0.0,32.0,9.0,?,,,,
A Holly Jolly Christmas - Single Version,Burl Ives,395591396,73,0,1.0,1952.0,1.0,1.0,7930.0,0.0,108.0,120.0,0.0,140.0,,Major,67.0,81.0,36.0,64.0,0.0,15.0,3.0,?,,,,
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,389771964,251,0,1.0,1946.0,11.0,1.0,11500.0,0.0,140.0,72.0,0.0,139.0,C#,Major,36.0,22.0,15.0,84.0,0.0,11.0,4.0,?,,,,
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,403939487,29,0,1.0,1979.0,11.0,16.0,1685.0,0.0,1.0,0.0,0.0,95.0,B,Major,75.0,74.0,58.0,36.0,0.0,9.0,3.0,?,,,,
Do They Know It's Christmas? - 1984 Version,Band Aid,481697415,449,0,1.0,1984.0,11.0,25.0,14169.0,0.0,209.0,30.0,0.0,115.0,,Major,60.0,23.0,57.0,0.0,2.0,27.0,3.0,?,,,,
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",110073250,4,0,2.0,2022.0,12.0,9.0,1634.0,0.0,16.0,20.0,0.0,125.0,F#,Major,62.0,59.0,43.0,84.0,3.0,11.0,5.0,?,,,,
Special,SZA,88092256,3,0,1.0,2022.0,12.0,9.0,906.0,0.0,6.0,21.0,0.0,76.0,,Major,60.0,19.0,20.0,78.0,0.0,11.0,5.0,?,,,,
Merry Christmas Everyone,Shakin' Stevens,351636786,5,0,1.0,1984.0,1.0,1.0,1087.0,0.0,90.0,35.0,0.0,101.0,C#,Minor,72.0,91.0,87.0,14.0,0.0,13.0,3.0,?,,,,
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",473248298,406,0,2.0,1950.0,1.0,1.0,10585.0,0.0,126.0,108.0,0.0,143.0,D,Major,60.0,86.0,32.0,88.0,0.0,34.0,6.0,?,,,,
